county,year_month,organism,drug,n_tested,n_susceptible,pct_susceptible
Utah,2026-01,Streptococcus pneumoniae,Doxycycline,34,26,76.5
Utah,2026-01,Streptococcus pneumoniae,Levofloxacin,34,30,88.2
Utah,2026-01,Streptococcus pneumoniae,Penicillin,34,21,61.8
Utah,2026-02,Enterococcus species,Ampicillin,80,56,70.0
Utah,2026-02,Enterococcus species,Linezolid,80,76,95.0
Utah,2026-02,Enterococcus species,Nitrofurantoin,80,59,73.8
Utah,2026-02,Enterococcus species,Vancomycin,80,64,80.0
Utah,2026-02,Escherichia coli,Amoxicillin-Clavulanate,349,207,59.3
Utah,2026-02,Escherichia coli,Ampicillin,349,149,42.7
Utah,2026-02,Escherichia coli,Ceftriaxone,349,305,87.4
Utah,2026-02,Escherichia coli,Ciprofloxacin,349,245,70.2
Utah,2026-02,Escherichia coli,Fosfomycin,349,331,94.8
Utah,2026-02,Escherichia coli,Nitrofurantoin,349,310,88.8
Utah,2026-02,Escherichia coli,TMP-SMX,349,248,71.1
Utah,2026-02,Haemophilus influenzae,Amoxicillin,30,20,66.7
Utah,2026-02,Haemophilus influenzae,Amoxicillin-Clavulanate,30,25,83.3
Utah,2026-02,Haemophilus influenzae,Azithromycin,30,24,80.0
Utah,2026-02,Haemophilus influenzae,Ceftriaxone,30,28,93.3
Utah,2026-02,Haemophilus influenzae,Doxycycline,30,26,86.7
Utah,2026-02,Klebsiella pneumoniae,Amoxicillin-Clavulanate,118,88,74.6
Utah,2026-02,Klebsiella pneumoniae,Ceftriaxone,118,94,79.7
Utah,2026-02,Klebsiella pneumoniae,Ciprofloxacin,118,95,80.5
Utah,2026-02,Klebsiella pneumoniae,Ertapenem,118,103,87.3
Utah,2026-02,Klebsiella pneumoniae,Nitrofurantoin,118,46,39.0
Utah,2026-02,MRSA,Clindamycin,61,39,63.9
Utah,2026-02,MRSA,Doxycycline,61,57,93.4
Utah,2026-02,MRSA,Linezolid,61,59,96.7
Utah,2026-02,MRSA,TMP-SMX,61,53,86.9
Utah,2026-02,MRSA,Vancomycin,61,59,96.7
Utah,2026-02,Pseudomonas aeruginosa,Cefepime,95,77,81.1
Utah,2026-02,Pseudomonas aeruginosa,Ceftazidime,95,76,80.0
Utah,2026-02,Pseudomonas aeruginosa,Ciprofloxacin,95,67,70.5
Utah,2026-02,Pseudomonas aeruginosa,Meropenem,95,73,76.8
Utah,2026-02,Pseudomonas aeruginosa,Piperacillin-Tazobactam,95,80,84.2
Utah,2026-02,Staphylococcus aureus,Cephalexin,115,111,96.5
Utah,2026-02,Staphylococcus aureus,Clindamycin,115,93,80.9
Utah,2026-02,Staphylococcus aureus,Doxycycline,115,109,94.8
Utah,2026-02,Staphylococcus aureus,Oxacillin,115,111,96.5
Utah,2026-02,Staphylococcus aureus,TMP-SMX,115,109,94.8
Utah,2026-02,Staphylococcus aureus,Vancomycin,115,111,96.5
Utah,2026-02,Streptococcus pneumoniae,Amoxicillin,29,25,86.2
Utah,2026-02,Streptococcus pneumoniae,Azithromycin,29,21,72.4
Utah,2026-02,Streptococcus pneumoniae,Ceftriaxone,29,26,89.7
Utah,2026-02,Streptococcus pneumoniae,Doxycycline,29,23,79.3
Utah,2026-02,Streptococcus pneumoniae,Levofloxacin,29,29,100.0
Utah,2026-02,Streptococcus pneumoniae,Penicillin,29,22,75.9
Utah,2026-03,Enterococcus species,Ampicillin,93,69,74.2
Utah,2026-03,Enterococcus species,Linezolid,93,91,97.8
Utah,2026-03,Enterococcus species,Nitrofurantoin,93,75,80.6
Utah,2026-03,Enterococcus species,Vancomycin,93,76,81.7
Utah,2026-03,Escherichia coli,Amoxicillin-Clavulanate,356,227,63.8
Utah,2026-03,Escherichia coli,Ampicillin,356,156,43.8
Utah,2026-03,Escherichia coli,Ceftriaxone,356,311,87.4
Utah,2026-03,Escherichia coli,Ciprofloxacin,356,250,70.2
Utah,2026-03,Escherichia coli,Fosfomycin,356,323,90.7
Utah,2026-03,Escherichia coli,Nitrofurantoin,356,321,90.2
Utah,2026-03,Escherichia coli,TMP-SMX,356,259,72.8
Utah,2026-03,Haemophilus influenzae,Amoxicillin,31,21,67.7
Utah,2026-03,Haemophilus influenzae,Amoxicillin-Clavulanate,31,24,77.4
Utah,2026-03,Haemophilus influenzae,Azithromycin,31,26,83.9
Utah,2026-03,Haemophilus influenzae,Ceftriaxone,31,31,100.0
Utah,2026-03,Haemophilus influenzae,Doxycycline,31,24,77.4
Utah,2026-03,Klebsiella pneumoniae,Amoxicillin-Clavulanate,107,84,78.5
Utah,2026-03,Klebsiella pneumoniae,Ceftriaxone,107,80,74.8
Utah,2026-03,Klebsiella pneumoniae,Ciprofloxacin,107,86,80.4
Utah,2026-03,Klebsiella pneumoniae,Ertapenem,107,102,95.3
Utah,2026-03,Klebsiella pneumoniae,Nitrofurantoin,107,32,29.9
Utah,2026-03,MRSA,Clindamycin,70,47,67.1
Utah,2026-03,MRSA,Doxycycline,70,63,90.0
Utah,2026-03,MRSA,Linezolid,70,65,92.9
Utah,2026-03,MRSA,TMP-SMX,70,60,85.7
Utah,2026-03,MRSA,Vancomycin,70,67,95.7
Utah,2026-03,Pseudomonas aeruginosa,Cefepime,82,58,70.7
Utah,2026-03,Pseudomonas aeruginosa,Ceftazidime,82,71,86.6
Utah,2026-03,Pseudomonas aeruginosa,Ciprofloxacin,82,60,73.2
Utah,2026-03,Pseudomonas aeruginosa,Meropenem,82,68,82.9
Utah,2026-03,Pseudomonas aeruginosa,Piperacillin-Tazobactam,82,64,78.0
Utah,2026-03,Staphylococcus aureus,Cephalexin,122,114,93.4
Utah,2026-03,Staphylococcus aureus,Clindamycin,122,95,77.9
Utah,2026-03,Staphylococcus aureus,Doxycycline,122,117,95.9
Utah,2026-03,Staphylococcus aureus,Oxacillin,122,116,95.1
Utah,2026-03,Staphylococcus aureus,TMP-SMX,122,114,93.4
Utah,2026-03,Staphylococcus aureus,Vancomycin,122,117,95.9
Utah,2026-03,Streptococcus pneumoniae,Amoxicillin,34,31,91.2
Utah,2026-03,Streptococcus pneumoniae,Azithromycin,34,22,64.7
Utah,2026-03,Streptococcus pneumoniae,Ceftriaxone,34,31,91.2
Utah,2026-03,Streptococcus pneumoniae,Doxycycline,34,28,82.4
Utah,2026-03,Streptococcus pneumoniae,Levofloxacin,34,31,91.2
Utah,2026-03,Streptococcus pneumoniae,Penicillin,34,29,85.3
Utah,2026-04,Enterococcus species,Ampicillin,87,58,66.7
Utah,2026-04,Enterococcus species,Linezolid,87,87,100.0
Utah,2026-04,Enterococcus species,Nitrofurantoin,87,71,81.6
Utah,2026-04,Enterococcus species,Vancomycin,87,68,78.2
Utah,2026-04,Escherichia coli,Amoxicillin-Clavulanate,369,243,65.9
Utah,2026-04,Escherichia coli,Ampicillin,369,148,40.1
Utah,2026-04,Escherichia coli,Ceftriaxone,369,327,88.6
Utah,2026-04,Escherichia coli,Ciprofloxacin,369,244,66.1
Utah,2026-04,Escherichia coli,Fosfomycin,369,334,90.5
Utah,2026-04,Escherichia coli,Nitrofurantoin,369,337,91.3
Utah,2026-04,Escherichia coli,TMP-SMX,369,279,75.6
Utah,2026-04,Haemophilus influenzae,Amoxicillin,28,20,71.4
Utah,2026-04,Haemophilus influenzae,Amoxicillin-Clavulanate,28,27,96.4
Utah,2026-04,Haemophilus influenzae,Azithromycin,28,19,67.9
Utah,2026-04,Haemophilus influenzae,Ceftriaxone,28,27,96.4
Utah,2026-04,Haemophilus influenzae,Doxycycline,28,21,75.0
Utah,2026-04,Klebsiella pneumoniae,Amoxicillin-Clavulanate,101,68,67.3
Utah,2026-04,Klebsiella pneumoniae,Ceftriaxone,101,84,83.2
Utah,2026-04,Klebsiella pneumoniae,Ciprofloxacin,101,86,85.1
Utah,2026-04,Klebsiella pneumoniae,Ertapenem,101,97,96.0
Utah,2026-04,Klebsiella pneumoniae,Nitrofurantoin,101,40,39.6
Utah,2026-04,MRSA,Clindamycin,76,49,64.5
Utah,2026-04,MRSA,Doxycycline,76,66,86.8
Utah,2026-04,MRSA,Linezolid,76,76,100.0
Utah,2026-04,MRSA,TMP-SMX,76,67,88.2
Utah,2026-04,MRSA,Vancomycin,76,76,100.0
Utah,2026-04,Pseudomonas aeruginosa,Cefepime,89,68,76.4
Utah,2026-04,Pseudomonas aeruginosa,Ceftazidime,89,83,93.3
Utah,2026-04,Pseudomonas aeruginosa,Ciprofloxacin,89,69,77.5
Utah,2026-04,Pseudomonas aeruginosa,Meropenem,89,77,86.5
Utah,2026-04,Pseudomonas aeruginosa,Piperacillin-Tazobactam,89,74,83.1
Utah,2026-04,Staphylococcus aureus,Cephalexin,115,110,95.7
Utah,2026-04,Staphylococcus aureus,Clindamycin,115,89,77.4
Utah,2026-04,Staphylococcus aureus,Doxycycline,115,106,92.2
Utah,2026-04,Staphylococcus aureus,Oxacillin,115,110,95.7
Utah,2026-04,Staphylococcus aureus,TMP-SMX,115,107,93.0
Utah,2026-04,Staphylococcus aureus,Vancomycin,115,112,97.4
Utah,2026-04,Streptococcus pneumoniae,Amoxicillin,34,28,82.4
Utah,2026-04,Streptococcus pneumoniae,Azithromycin,34,19,55.9
Utah,2026-04,Streptococcus pneumoniae,Ceftriaxone,34,31,91.2
Utah,2026-04,Streptococcus pneumoniae,Doxycycline,34,30,88.2
Utah,2026-04,Streptococcus pneumoniae,Levofloxacin,34,32,94.1
Utah,2026-04,Streptococcus pneumoniae,Penicillin,34,26,76.5
Washington,2024-05,Enterococcus species,Ampicillin,21,15,71.4
Washington,2024-05,Enterococcus species,Linezolid,21,21,100.0
Washington,2024-05,Enterococcus species,Nitrofurantoin,21,13,61.9
Washington,2024-05,Enterococcus species,Vancomycin,21,17,81.0
Washington,2024-05,Escherichia coli,Amoxicillin-Clavulanate,109,76,69.7
Washington,2024-05,Escherichia coli,Ampicillin,109,53,48.6
Washington,2024-05,Escherichia coli,Ceftriaxone,109,99,90.8
Washington,2024-05,Escherichia coli,Ciprofloxacin,109,77,70.6
Washington,2024-05,Escherichia coli,Fosfomycin,109,103,94.5
Washington,2024-05,Escherichia coli,Nitrofurantoin,109,99,90.8
Washington,2024-05,Escherichia coli,TMP-SMX,109,74,67.9
Washington,2024-05,Haemophilus influenzae,Amoxicillin,2,1,50.0
Washington,2024-05,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0
Washington,2024-05,Haemophilus influenzae,Azithromycin,2,1,50.0
Washington,2024-05,Haemophilus influenzae,Ceftriaxone,2,2,100.0
Washington,2024-05,Haemophilus influenzae,Doxycycline,2,2,100.0
Washington,2024-05,Klebsiella pneumoniae,Amoxicillin-Clavulanate,33,25,75.8
Washington,2024-05,Klebsiella pneumoniae,Ceftriaxone,33,23,69.7
Washington,2024-05,Klebsiella pneumoniae,Ciprofloxacin,33,26,78.8
Washington,2024-05,Klebsiella pneumoniae,Ertapenem,33,32,97.0
Washington,2024-05,Klebsiella pneumoniae,Nitrofurantoin,33,12,36.4
Washington,2024-05,MRSA,Clindamycin,16,11,68.8
Washington,2024-05,MRSA,Doxycycline,16,13,81.2
Washington,2024-05,MRSA,Linezolid,16,16,100.0
Washington,2024-05,MRSA,TMP-SMX,16,13,81.2
Washington,2024-05,MRSA,Vancomycin,16,16,100.0
Washington,2024-05,Pseudomonas aeruginosa,Cefepime,30,21,70.0
Washington,2024-05,Pseudomonas aeruginosa,Ceftazidime,30,27,90.0
Washington,2024-05,Pseudomonas aeruginosa,Ciprofloxacin,30,24,80.0
Washington,2024-05,Pseudomonas aeruginosa,Meropenem,30,24,80.0
Washington,2024-05,Pseudomonas aeruginosa,Piperacillin-Tazobactam,30,22,73.3
Washington,2024-05,Staphylococcus aureus,Cephalexin,40,39,97.5
Washington,2024-05,Staphylococcus aureus,Clindamycin,40,31,77.5
Washington,2024-05,Staphylococcus aureus,Doxycycline,40,36,90.0
Washington,2024-05,Staphylococcus aureus,Oxacillin,40,40,100.0
Washington,2024-05,Staphylococcus aureus,TMP-SMX,40,37,92.5
Washington,2024-05,Staphylococcus aureus,Vancomycin,40,39,97.5
Washington,2024-05,Streptococcus pneumoniae,Amoxicillin,8,6,75.0
Washington,2024-05,Streptococcus pneumoniae,Azithromycin,8,4,50.0
Washington,2024-05,Streptococcus pneumoniae,Ceftriaxone,8,7,87.5
Washington,2024-05,Streptococcus pneumoniae,Doxycycline,8,6,75.0
Washington,2024-05,Streptococcus pneumoniae,Levofloxacin,8,6,75.0
Washington,2024-05,Streptococcus pneumoniae,Penicillin,8,6,75.0
Washington,2024-06,Enterococcus species,Ampicillin,24,21,87.5
Washington,2024-06,Enterococcus species,Linezolid,24,22,91.7
Washington,2024-06,Enterococcus species,Nitrofurantoin,24,19,79.2
Washington,2024-06,Enterococcus species,Vancomycin,24,19,79.2
Washington,2024-06,Escherichia coli,Amoxicillin-Clavulanate,97,65,67.0
Washington,2024-06,Escherichia coli,Ampicillin,97,40,41.2
Washington,2024-06,Escherichia coli,Ceftriaxone,97,88,90.7
Washington,2024-06,Escherichia coli,Ciprofloxacin,97,73,75.3
Washington,2024-06,Escherichia coli,Fosfomycin,97,92,94.8
Washington,2024-06,Escherichia coli,Nitrofurantoin,97,92,94.8
Washington,2024-06,Escherichia coli,TMP-SMX,97,71,73.2
Washington,2024-06,Haemophilus influenzae,Amoxicillin,7,4,57.1
Washington,2024-06,Haemophilus influenzae,Amoxicillin-Clavulanate,7,7,100.0
Washington,2024-06,Haemophilus influenzae,Azithromycin,7,6,85.7
Washington,2024-06,Haemophilus influenzae,Ceftriaxone,7,7,100.0
Washington,2024-06,Haemophilus influenzae,Doxycycline,7,7,100.0
Washington,2024-06,Klebsiella pneumoniae,Amoxicillin-Clavulanate,27,16,59.3
Washington,2024-06,Klebsiella pneumoniae,Ceftriaxone,27,23,85.2
Washington,2024-06,Klebsiella pneumoniae,Ciprofloxacin,27,21,77.8
Washington,2024-06,Klebsiella pneumoniae,Ertapenem,27,27,100.0
Washington,2024-06,Klebsiella pneumoniae,Nitrofurantoin,27,10,37.0
Washington,2024-06,MRSA,Clindamycin,19,9,47.4
Washington,2024-06,MRSA,Doxycycline,19,15,78.9
Washington,2024-06,MRSA,Linezolid,19,18,94.7
Washington,2024-06,MRSA,TMP-SMX,19,17,89.5
Washington,2024-06,MRSA,Vancomycin,19,17,89.5
Washington,2024-06,Pseudomonas aeruginosa,Cefepime,32,23,71.9
Washington,2024-06,Pseudomonas aeruginosa,Ceftazidime,32,30,93.8
Washington,2024-06,Pseudomonas aeruginosa,Ciprofloxacin,32,22,68.8
Washington,2024-06,Pseudomonas aeruginosa,Meropenem,32,24,75.0
Washington,2024-06,Pseudomonas aeruginosa,Piperacillin-Tazobactam,32,27,84.4
Washington,2024-06,Staphylococcus aureus,Cephalexin,35,31,88.6
Washington,2024-06,Staphylococcus aureus,Clindamycin,35,28,80.0
Washington,2024-06,Staphylococcus aureus,Doxycycline,35,33,94.3
Washington,2024-06,Staphylococcus aureus,Oxacillin,35,32,91.4
Washington,2024-06,Staphylococcus aureus,TMP-SMX,35,30,85.7
Washington,2024-06,Staphylococcus aureus,Vancomycin,35,34,97.1
Washington,2024-06,Streptococcus pneumoniae,Amoxicillin,8,8,100.0
Washington,2024-06,Streptococcus pneumoniae,Azithromycin,8,5,62.5
Washington,2024-06,Streptococcus pneumoniae,Ceftriaxone,8,8,100.0
Washington,2024-06,Streptococcus pneumoniae,Doxycycline,8,5,62.5
Washington,2024-06,Streptococcus pneumoniae,Levofloxacin,8,8,100.0
Washington,2024-06,Streptococcus pneumoniae,Penicillin,8,8,100.0
Washington,2024-07,Enterococcus species,Ampicillin,21,18,85.7
Washington,2024-07,Enterococcus species,Linezolid,21,21,100.0
Washington,2024-07,Enterococcus species,Nitrofurantoin,21,19,90.5
Washington,2024-07,Enterococcus species,Vancomycin,21,19,90.5
Washington,2024-07,Escherichia coli,Amoxicillin-Clavulanate,110,69,62.7
Washington,2024-07,Escherichia coli,Ampicillin,110,47,42.7
Washington,2024-07,Escherichia coli,Ceftriaxone,110,100,90.9
Washington,2024-07,Escherichia coli,Ciprofloxacin,110,85,77.3
Washington,2024-07,Escherichia coli,Fosfomycin,110,104,94.5
Washington,2024-07,Escherichia coli,Nitrofurantoin,110,105,95.5
Washington,2024-07,Escherichia coli,TMP-SMX,110,76,69.1
Washington,2024-07,Haemophilus influenzae,Amoxicillin,4,2,50.0
Washington,2024-07,Haemophilus influenzae,Amoxicillin-Clavulanate,4,4,100.0
Washington,2024-07,Haemophilus influenzae,Azithromycin,4,4,100.0
Washington,2024-07,Haemophilus influenzae,Ceftriaxone,4,4,100.0
Washington,2024-07,Haemophilus influenzae,Doxycycline,4,4,100.0
Washington,2024-07,Klebsiella pneumoniae,Amoxicillin-Clavulanate,30,23,76.7
Washington,2024-07,Klebsiella pneumoniae,Ceftriaxone,30,25,83.3
Washington,2024-07,Klebsiella pneumoniae,Ciprofloxacin,30,24,80.0
Washington,2024-07,Klebsiella pneumoniae,Ertapenem,30,28,93.3
Washington,2024-07,Klebsiella pneumoniae,Nitrofurantoin,30,10,33.3
Washington,2024-07,MRSA,Clindamycin,12,10,83.3
Washington,2024-07,MRSA,Doxycycline,12,12,100.0
Washington,2024-07,MRSA,Linezolid,12,12,100.0
Washington,2024-07,MRSA,TMP-SMX,12,10,83.3
Washington,2024-07,MRSA,Vancomycin,12,12,100.0
Washington,2024-07,Pseudomonas aeruginosa,Cefepime,30,29,96.7
Washington,2024-07,Pseudomonas aeruginosa,Ceftazidime,30,26,86.7
Washington,2024-07,Pseudomonas aeruginosa,Ciprofloxacin,30,21,70.0
Washington,2024-07,Pseudomonas aeruginosa,Meropenem,30,22,73.3
Washington,2024-07,Pseudomonas aeruginosa,Piperacillin-Tazobactam,30,27,90.0
Washington,2024-07,Staphylococcus aureus,Cephalexin,23,23,100.0
Washington,2024-07,Staphylococcus aureus,Clindamycin,23,18,78.3
Washington,2024-07,Staphylococcus aureus,Doxycycline,23,19,82.6
Washington,2024-07,Staphylococcus aureus,Oxacillin,23,23,100.0
Washington,2024-07,Staphylococcus aureus,TMP-SMX,23,22,95.7
Washington,2024-07,Staphylococcus aureus,Vancomycin,23,20,87.0
Washington,2024-07,Streptococcus pneumoniae,Amoxicillin,5,3,60.0
Washington,2024-07,Streptococcus pneumoniae,Azithromycin,5,3,60.0
Washington,2024-07,Streptococcus pneumoniae,Ceftriaxone,5,5,100.0
Washington,2024-07,Streptococcus pneumoniae,Doxycycline,5,3,60.0
Washington,2024-07,Streptococcus pneumoniae,Levofloxacin,5,5,100.0
Washington,2024-07,Streptococcus pneumoniae,Penicillin,5,5,100.0
Washington,2024-08,Enterococcus species,Ampicillin,32,31,96.9
Washington,2024-08,Enterococcus species,Linezolid,32,31,96.9
Washington,2024-08,Enterococcus species,Nitrofurantoin,32,22,68.8
Washington,2024-08,Enterococcus species,Vancomycin,32,29,90.6
Washington,2024-08,Escherichia coli,Amoxicillin-Clavulanate,90,60,66.7
Washington,2024-08,Escherichia coli,Ampicillin,90,40,44.4
Washington,2024-08,Escherichia coli,Ceftriaxone,90,77,85.6
Washington,2024-08,Escherichia coli,Ciprofloxacin,90,71,78.9
Washington,2024-08,Escherichia coli,Fosfomycin,90,82,91.1
Washington,2024-08,Escherichia coli,Nitrofurantoin,90,85,94.4
Washington,2024-08,Escherichia coli,TMP-SMX,90,66,73.3
Washington,2024-08,Haemophilus influenzae,Amoxicillin,2,1,50.0
Washington,2024-08,Haemophilus influenzae,Amoxicillin-Clavulanate,2,2,100.0
Washington,2024-08,Haemophilus influenzae,Azithromycin,2,2,100.0
Washington,2024-08,Haemophilus influenzae,Ceftriaxone,2,2,100.0
Washington,2024-08,Haemophilus influenzae,Doxycycline,2,2,100.0
Washington,2024-08,Klebsiella pneumoniae,Amoxicillin-Clavulanate,34,23,67.6
Washington,2024-08,Klebsiella pneumoniae,Ceftriaxone,34,25,73.5
Washington,2024-08,Klebsiella pneumoniae,Ciprofloxacin,34,25,73.5
Washington,2024-08,Klebsiella pneumoniae,Ertapenem,34,31,91.2
Washington,2024-08,Klebsiella pneumoniae,Nitrofurantoin,34,11,32.4
Washington,2024-08,MRSA,Clindamycin,13,8,61.5
Washington,2024-08,MRSA,Doxycycline,13,13,100.0
Washington,2024-08,MRSA,Linezolid,13,13,100.0
Washington,2024-08,MRSA,TMP-SMX,13,11,84.6
Washington,2024-08,MRSA,Vancomycin,13,13,100.0
Washington,2024-08,Pseudomonas aeruginosa,Cefepime,35,25,71.4
Washington,2024-08,Pseudomonas aeruginosa,Ceftazidime,35,31,88.6
Washington,2024-08,Pseudomonas aeruginosa,Ciprofloxacin,35,29,82.9
Washington,2024-08,Pseudomonas aeruginosa,Meropenem,35,25,71.4
Washington,2024-08,Pseudomonas aeruginosa,Piperacillin-Tazobactam,35,29,82.9
Washington,2024-08,Staphylococcus aureus,Cephalexin,33,33,100.0
Washington,2024-08,Staphylococcus aureus,Clindamycin,33,30,90.9
Washington,2024-08,Staphylococcus aureus,Doxycycline,33,33,100.0
Washington,2024-08,Staphylococcus aureus,Oxacillin,33,33,100.0
Washington,2024-08,Staphylococcus aureus,TMP-SMX,33,30,90.9
Washington,2024-08,Staphylococcus aureus,Vancomycin,33,33,100.0
Washington,2024-08,Streptococcus pneumoniae,Amoxicillin,8,6,75.0
Washington,2024-08,Streptococcus pneumoniae,Azithromycin,8,4,50.0
Washington,2024-08,Streptococcus pneumoniae,Ceftriaxone,8,6,75.0
Washington,2024-08,Streptococcus pneumoniae,Doxycycline,8,8,100.0
Washington,2024-08,Streptococcus pneumoniae,Levofloxacin,8,6,75.0
Washington,2024-08,Streptococcus pneumoniae,Penicillin,8,5,62.5
Washington,2024-09,Enterococcus species,Ampicillin,21,16,76.2
Washington,2024-09,Enterococcus species,Linezolid,21,20,95.2
Washington,2024-09,Enterococcus species,Nitrofurantoin,21,17,81.0
Washington,2024-09,Enterococcus species,Vancomycin,21,17,81.0
Washington,2024-09,Escherichia coli,Amoxicillin-Clavulanate,109,74,67.9
Washington,2024-09,Escherichia coli,Ampicillin,109,36,33.0
Washington,2024-09,Escherichia coli,Ceftriaxone,109,98,89.9
Washington,2024-09,Escherichia coli,Ciprofloxacin,109,81,74.3
Washington,2024-09,Escherichia coli,Fosfomycin,109,103,94.5
Washington,2024-09,Escherichia coli,Nitrofurantoin,109,103,94.5
Washington,2024-09,Escherichia coli,TMP-SMX,109,74,67.9
Washington,2024-09,Haemophilus influenzae,Amoxicillin,6,5,83.3
Washington,2024-09,Haemophilus influenzae,Amoxicillin-Clavulanate,6,5,83.3
Washington,2024-09,Haemophilus influenzae,Azithromycin,6,5,83.3
Washington,2024-09,Haemophilus influenzae,Ceftriaxone,6,6,100.0
Washington,2024-09,Haemophilus influenzae,Doxycycline,6,6,100.0
Washington,2024-09,Klebsiella pneumoniae,Amoxicillin-Clavulanate,31,25,80.6
Washington,2024-09,Klebsiella pneumoniae,Ceftriaxone,31,28,90.3
Washington,2024-09,Klebsiella pneumoniae,Ciprofloxacin,31,26,83.9
Washington,2024-09,Klebsiella pneumoniae,Ertapenem,31,27,87.1
Washington,2024-09,Klebsiella pneumoniae,Nitrofurantoin,31,12,38.7
Washington,2024-09,MRSA,Clindamycin,20,10,50.0
Washington,2024-09,MRSA,Doxycycline,20,18,90.0
Washington,2024-09,MRSA,Linezolid,20,19,95.0
Washington,2024-09,MRSA,TMP-SMX,20,16,80.0
Washington,2024-09,MRSA,Vancomycin,20,20,100.0
Washington,2024-09,Pseudomonas aeruginosa,Cefepime,29,25,86.2
Washington,2024-09,Pseudomonas aeruginosa,Ceftazidime,29,24,82.8
Washington,2024-09,Pseudomonas aeruginosa,Ciprofloxacin,29,18,62.1
Washington,2024-09,Pseudomonas aeruginosa,Meropenem,29,25,86.2
Washington,2024-09,Pseudomonas aeruginosa,Piperacillin-Tazobactam,29,21,72.4
Washington,2024-09,Staphylococcus aureus,Cephalexin,34,33,97.1
Washington,2024-09,Staphylococcus aureus,Clindamycin,34,29,85.3
Washington,2024-09,Staphylococcus aureus,Doxycycline,34,32,94.1
Washington,2024-09,Staphylococcus aureus,Oxacillin,34,34,100.0
Washington,2024-09,Staphylococcus aureus,TMP-SMX,34,32,94.1
Washington,2024-09,Staphylococcus aureus,Vancomycin,34,33,97.1
Washington,2024-09,Streptococcus pneumoniae,Amoxicillin,10,10,100.0
Washington,2024-09,Streptococcus pneumoniae,Azithromycin,10,4,40.0
Washington,2024-09,Streptococcus pneumoniae,Ceftriaxone,10,8,80.0
Washington,2024-09,Streptococcus pneumoniae,Doxycycline,10,7,70.0
Washington,2024-09,Streptococcus pneumoniae,Levofloxacin,10,9,90.0
Washington,2024-09,Streptococcus pneumoniae,Penicillin,10,10,100.0
Washington,2024-10,Enterococcus species,Ampicillin,23,18,78.3
Washington,2024-10,Enterococcus species,Linezolid,23,21,91.3
Washington,2024-10,Enterococcus species,Nitrofurantoin,23,18,78.3
Washington,2024-10,Enterococcus species,Vancomycin,23,15,65.2
Washington,2024-10,Escherichia coli,Amoxicillin-Clavulanate,95,63,66.3
Washington,2024-10,Escherichia coli,Ampicillin,95,43,45.3
Washington,2024-10,Escherichia coli,Ceftriaxone,95,75,78.9
Washington,2024-10,Escherichia coli,Ciprofloxacin,95,62,65.3
Washington,2024-10,Escherichia coli,Fosfomycin,95,88,92.6
Washington,2024-10,Escherichia coli,Nitrofurantoin,95,90,94.7
Washington,2024-10,Escherichia coli,TMP-SMX,95,66,69.5
Washington,2024-10,Haemophilus influenzae,Amoxicillin,9,9,100.0
Washington,2024-10,Haemophilus influenzae,Amoxicillin-Clavulanate,9,9,100.0
Washington,2024-10,Haemophilus influenzae,Azithromycin,9,8,88.9
Washington,2024-10,Haemophilus influenzae,Ceftriaxone,9,8,88.9
Washington,2024-10,Haemophilus influenzae,Doxycycline,9,7,77.8
Washington,2024-10,Klebsiella pneumoniae,Amoxicillin-Clavulanate,37,35,94.6
Washington,2024-10,Klebsiella pneumoniae,Ceftriaxone,37,32,86.5
Washington,2024-10,Klebsiella pneumoniae,Ciprofloxacin,37,27,73.0
Washington,2024-10,Klebsiella pneumoniae,Ertapenem,37,36,97.3
Washington,2024-10,Klebsiella pneumoniae,Nitrofurantoin,37,19,51.4
Washington,2024-10,MRSA,Clindamycin,8,8,100.0
Washington,2024-10,MRSA,Doxycycline,8,7,87.5
Washington,2024-10,MRSA,Linezolid,8,8,100.0
Washington,2024-10,MRSA,TMP-SMX,8,6,75.0
Washington,2024-10,MRSA,Vancomycin,8,8,100.0
Washington,2024-10,Pseudomonas aeruginosa,Cefepime,24,18,75.0
Washington,2024-10,Pseudomonas aeruginosa,Ceftazidime,24,18,75.0
